id,articleId,article_createdAt,articleType,text,replyId,replyType,reply_createdAt,reply_type,latency_hours,text_preview,scam_hits,pol_hits,health_hits,rule_topic,election_cycle
11,g7b00hzwi90c,2020-01-30 19:19:49.157000+00:00,TEXT,"韓國消費者協會（KCN）日前檢測市面上熱銷氣炸鍋，結果發現有4成炸出來的薯條致癌物質超標，最嚴重超標兩倍多。（youtube 截圖）
標榜不需要落油就可以煮出炸物的氣炸鍋，是近年大受歡迎的家電產品，皆因不少人都覺得用這種方式烹調食物會更健康。早前韓國消費者協會進行抽樣調查，結果發現在部分由空氣炸鍋製作出來的薯條中，檢驗出致癌物質嚴重超標，情況令人憂慮。

韓國消費者協會就市面上10款氣炸鍋進行調查，並測試由各款氣炸鍋製作出來的薯條。

研究人員按照說明書，將雪藏薯條放入攝氏200度的高溫內烹調，結果發現有4個樣本的薯條，被驗出致癌物「質酰胺」含量超出歐盟安全標準，其中有部分樣本更超標高達2倍有多。

協會並沒有詳細標明10款氣炸鍋的牌子，只是透露有韓國暢銷品牌以及歐洲品牌。但無論如何，今次結果已經可以證實，其實所謂的「無油煮食」並不如坊間所指這麼健康。

5個使用氣炸鍋的小貼士
1. 不要將蔬菜放入氣炸鍋烹調，因為當中的葉酸、維生素B、C遇熱便會被破壞。

2. 不要將加工食物放入氣炸鍋烹調，因為炸翻所制造出的油份並不健康，更會產生反式脂肪。

3. 氣炸鍋溫度不要超過攝氏180度，以免食物焦化致癌。

4. 1個月內最好不用使用超過2次氣炸鍋烹調。

5. 注意烹調時間，不宜過長。",v2Qg-m8Bd3n3h-WYh-cn,RUMOR,2020-01-31 05:43:53.381000+00:00,RUMOR,10.401173333333334,"韓國消費者協會（KCN）日前檢測市面上熱銷氣炸鍋，結果發現有4成炸出來的薯條致癌物質超標，最嚴重超標兩倍多。（youtube 截圖）
標榜不需要落油就可以煮出炸物的氣炸鍋，是近年大受歡迎的家電產品，皆因不少人都覺得用這種方式烹調食物會更健康。早前韓國消費者協會進行抽樣調查，結果發現在部分由空氣炸鍋製作出來的薯條中，檢驗出致癌物質嚴重超標，情況令人憂慮。

韓國消費者協會就市面上10款氣炸鍋進行調查",0,0,2,health,2020
12,2ow34cgbkfgjd,2024-01-05 12:01:07.538000+00:00,TEXT,健保卡卡號加戶口名簿號碼登錄勞保局查勞保資料已經在112年/12/25停用,7PfQ2YwBAjOeMOkl0xtq,NOT_RUMOR,2024-01-05 13:29:50.697000+00:00,NOT_RUMOR,1.4786552777777775,健保卡卡號加戶口名簿號碼登錄勞保局查勞保資料已經在112年/12/25停用,0,0,0,other,2024
13,3ou0qj8rhxbb4,2024-04-06 13:22:38.514000+00:00,TEXT,"這個蠻橫兇惡的女人，在捷運上佔據二個位置。
    不但不覺羞恥，還惡言挑釁公然侮辱她人。因為這女人自稱是民進黨蔡英文派系，還秀出包包上民進黨徽。
    看來，加入民進黨就有神功護體，廉恥不侵囉！",LnOSeJEBd3gcY0LpCFxH,OPINIONATED,2024-08-22 05:32:01.990000+00:00,OPINIONATED,3304.156521111111,"這個蠻橫兇惡的女人，在捷運上佔據二個位置。
    不但不覺羞恥，還惡言挑釁公然侮辱她人。因為這女人自稱是民進黨蔡英文派系，還秀出包包上民進黨徽。
    看來，加入民進黨就有神功護體，廉恥不侵囉！",0,2,0,political,2024
14,lb9tr4dbooh5,2023-10-19 07:03:58.583000+00:00,TEXT,因為我們公司個人帳戶不夠用，所以我們需要出來租借提款卡，只要你的提款卡可以正常使用，我們就可以配合。,wvY-cYwBAjOeMOklGZwU,RUMOR,2023-12-16 06:09:04.275000+00:00,RUMOR,1391.0849144444444,因為我們公司個人帳戶不夠用，所以我們需要出來租借提款卡，只要你的提款卡可以正常使用，我們就可以配合。,2,0,0,scam,2024
15,w0k08ptwf56m,2019-11-08 16:56:32.238000+00:00,TEXT,"今天免費永久貼圖!趕緊下載
↓↓↓↓
https://lihi1.cc/MqXvd
還有免費主題!趕緊套用
↓↓↓↓
https://lihi1.cc/q5qsu
以上兩個都可以領取唷",IkuUTm4BV0DITCqGd13w,RUMOR,2019-11-09 05:13:03.214000+00:00,RUMOR,12.275271111111111,"今天免費永久貼圖!趕緊下載
↓↓↓↓
https://lihi1.cc/MqXvd
還有免費主題!趕緊套用
↓↓↓↓
https://lihi1.cc/q5qsu
以上兩個都可以領取唷",2,0,0,scam,2020
16,xndgyg17ws4g,2020-03-18 14:32:06.687000+00:00,TEXT,"武漢肺炎 發病的第一個症狀是發燒 第二個是咳嗽 所以家裡應該備有 ㈠退燒 和㈡袪痰 兩種藥應急

世界衛生組織警告 退燒藥不可使用具有消炎效力 (如Ibuprofen 布洛芬 除退燒止痛外 也具有消炎效力) 會加重病情
使用 普拿疼(只含paracetamol 單一成份) 就可以退燒了

咳嗽藥有 止咳祛痰 兩種不同的作用 咳嗽有排毒作用 所以要選擇具有排痰功效的Guaifenesin 讓痰容易排出體外",6AXo9XABrhVJn3LNNyxb,OPINIONATED,2020-03-20 03:06:41.370000+00:00,OPINIONATED,36.57630083333333,"武漢肺炎 發病的第一個症狀是發燒 第二個是咳嗽 所以家裡應該備有 ㈠退燒 和㈡袪痰 兩種藥應急

世界衛生組織警告 退燒藥不可使用具有消炎效力 (如Ibuprofen 布洛芬 除退燒止痛外 也具有消炎效力) 會加重病情
使用 普拿疼(只含paracetamol 單一成份) 就可以退燒了

咳嗽藥有 止咳祛痰 兩種不同的作用 咳嗽有排毒作用 所以要選擇具有排痰功效的Guaifenesin 讓痰容易排",0,0,1,health,2020
17,1cguv13v2vfdr,2024-02-20 14:17:43.773000+00:00,TEXT,"地上建築物延燒3.5.7號1樓及2樓，每一層樓50平方公尺，燃燒面積300平方公尺，3號地下室無法評估燃燒面積，每一樓層囤放7000顆藍牙耳機鋰電池，請注意鋰電池燃燒時會釋放鎳、鋁、鋰、銅、鈷等金屬氧化物的顆粒，以及氫氣、一氧化碳等大量的有毒氣體，對人體傷害非常嚴重
請芳鄰居家時也戴好口罩",z5oxyY0BBMtPEaE0oeKf,NOT_RUMOR,2024-02-21 01:04:49.566000+00:00,NOT_RUMOR,10.7849425,"地上建築物延燒3.5.7號1樓及2樓，每一層樓50平方公尺，燃燒面積300平方公尺，3號地下室無法評估燃燒面積，每一樓層囤放7000顆藍牙耳機鋰電池，請注意鋰電池燃燒時會釋放鎳、鋁、鋰、銅、鈷等金屬氧化物的顆粒，以及氫氣、一氧化碳等大量的有毒氣體，對人體傷害非常嚴重
請芳鄰居家時也戴好口罩",0,0,0,other,2024
18,2i67cpwl4ue70,2023-12-13 23:44:55.994000+00:00,TEXT,"有外國媒體報導，台灣即將引進10萬印度勞工，民進黨政府立刻澄清「10萬人是假消息」，不知道民進黨何時準備向國人說清楚，準備引進多少、哪些類別？而目前失聯的8.5萬移工，如何協尋？

引進外籍移工的目的，是「補足」目前台灣勞工不足的缺口，而不是取代本土勞工。台灣的勞動條件不佳，不能再讓台灣勞工低薪、窮忙，更不能讓勞保基金繼續惡化，讓勞工退休權益雪上加霜。

柯文哲提出勞動政策四大綱領，包含「企業賺錢，勞工加薪」，「友善環境，保障勞權」，「年金改革，刻不容緩」，「廣納人才，人權立國」，要為辛苦打拚的台灣人撐起健康、幸福的勞動環境。

2000年以來，我國實質GDP的成長達120%，但實質薪資只增加4%，意味貧富懸殊，企業獲利並未有效分配給員工。

柯文哲主張儘速訂立《#最低工資法》，不能再讓法案躺在立法院，要依照科學基礎，以公式決定薪資漲幅，上市公司有義務揭露員工薪酬水準、調整資訊， #落實企業ESG責任、營造對投資人更透明的市場環境。

第二，「友善環境，保障勞權」。台灣勞工假太少、工時太高，應該增加 #勞工家庭照顧假天數，以 #就業保險形式，給付休假期間部分工資；要增訂以「小時」為單位的「#親職假」，方便家長處理兒童突發狀況，友善育兒需求；並且改掉「一家兩制」怪象，教師節、勞動節均列國定假日，也體現對教師的尊重。

對於非典型聘雇如承攬及派遣人力，應全面檢討並訂立《#外送平台從業人員權益保障法》，保障日益增加的非典勞動族群。

第三，「年金改革，刻不容緩」。我主張每年撥補1千億，有超徵稅收再撥補。盡速召開 #年金改革國是會議，徹底檢討台灣社福制度如何永續。勞退目前是雇主提撥6%，勞工可提撥0到6%，我若執政，雇主提撥比例若願意再拉高，就由政府給稅率優惠。

第四，「廣納人才，人權立國」，讓已經屆齡退休卻還有能力工作、想工作的人，可以藉由「勞務重新設計」繼續找到合適的工作。台灣正在邁入高齡社會，相關法條都要與時俱進修改。

針對外籍移工，政府要進行總額管制，而且 #分業別、#課人頭稅，強化國對國「直聘」，放寛移工自由轉換，減少移工逃逸動機，縮短雇主等待期；也要建立移工學習系統，唯有友善移工朋友，杜絕剝削，台灣才能真正邁向人權國家，讓普世價值在台灣實現。

這些重要的勞動議題，必須有人解決，而不是2017年開完年金改革國是會議，砍完軍公教後，「因為選舉將屆，就停止改革」。",6JpCu40BBMtPEaE0Gcqt,OPINIONATED,2024-02-18 08:08:07.852000+00:00,OPINIONATED,1592.3866272222222,"有外國媒體報導，台灣即將引進10萬印度勞工，民進黨政府立刻澄清「10萬人是假消息」，不知道民進黨何時準備向國人說清楚，準備引進多少、哪些類別？而目前失聯的8.5萬移工，如何協尋？

引進外籍移工的目的，是「補足」目前台灣勞工不足的缺口，而不是取代本土勞工。台灣的勞動條件不佳，不能再讓台灣勞工低薪、窮忙，更不能讓勞保基金繼續惡化，讓勞工退休權益雪上加霜。

柯文哲提出勞動政策四大綱領，包含「企業賺錢",0,2,0,political,2024
19,3un8z99ojd3x2,2020-02-12 09:37:50.613000+00:00,TEXT,新聞報導說吃咖喱，因為印度，那有武漢病人，在印度卻發現沒有人，在有問題了！不知這是比較好了嗎？因為姜黃嗎？,GEUPOXABHjv_5zI2pEJN,RUMOR,2020-02-12 11:01:31.340000+00:00,RUMOR,1.394646388888889,新聞報導說吃咖喱，因為印度，那有武漢病人，在印度卻發現沒有人，在有問題了！不知這是比較好了嗎？因為姜黃嗎？,0,0,0,other,2020
20,2asj7rix9k77v,2020-02-10 05:34:22.549000+00:00,TEXT,https://www.google.com/url?sa=t&source=web&cd=3&ved=2ahUKEwitt5q0mMLnAhUkCqYKHTXiAjcQFjACegQICRAB&url=https%3A%2F%2Fm.ixigua.com%2Fi6790231843502293511%2F&usg=AOvVaw3ROGdnemEXvoL5J6yEaASR,lWiaL3ABd3n3h-WYAr1n,RUMOR,2020-02-10 14:56:27.238000+00:00,RUMOR,9.367969166666668,https://www.google.com/url?sa=t&source=web&cd=3&ved=2ahUKEwitt5q0mMLnAhUkCqYKHTXiAjcQFjACegQICRAB&url=https%3A%2F%2Fm.ixigua.com%2Fi6790231843502293511%2F&usg=AOvVaw3ROGdnemEXvoL5J6yEaASR,0,0,0,other,2020
21,hp7cspug1juu,2020-04-04 14:27:02.094000+00:00,TEXT,"武漢肺炎風暴經濟躺槍 美國首間銀行倒閉｜國際 | 中央社 CNA
https://bit.ly/2JFcQ44",9gu8RXEBrhVJn3LN4aCS,NOT_RUMOR,2020-04-04 15:08:58.641000+00:00,NOT_RUMOR,0.6990408333333333,"武漢肺炎風暴經濟躺槍 美國首間銀行倒閉｜國際 | 中央社 CNA
https://bit.ly/2JFcQ44",1,0,1,scam,2020
22,30w9gvbhhv4hi,2024-01-08 09:07:40.304000+00:00,TEXT,針對你現在體內內分泌絮亂，胃腸道疲虛，基礎代謝率低等因素造成的肥胖問題，我會採用桂圓、白芷、秋葵、橘皮、百合、枸杞子等珍貴植物萃取精華提取並研磨成粉末喔，使用方式是很簡單方便的，只需要餐後用溫水泡開飲用即可，一天喝1-2次，拿到產品後我都會詳細指導你使用的，只有這樣才能讓你健康瘦下來不反彈的，從身體根源解決肥胖，瘦肚子，瘦腿，瘦腰，瘦全身，綜合性調理的哦。減重期間全程跟進你的瘦身情況，直到您瘦身成功老師的任務才算完成的哦。,lGPxXo8BUCqzrknpyNeQ,RUMOR,2024-05-09 20:00:54.926000+00:00,RUMOR,2938.887395,針對你現在體內內分泌絮亂，胃腸道疲虛，基礎代謝率低等因素造成的肥胖問題，我會採用桂圓、白芷、秋葵、橘皮、百合、枸杞子等珍貴植物萃取精華提取並研磨成粉末喔，使用方式是很簡單方便的，只需要餐後用溫水泡開飲用即可，一天喝1-2次，拿到產品後我都會詳細指導你使用的，只有這樣才能讓你健康瘦下來不反彈的，從身體根源解決肥胖，瘦肚子，瘦腿，瘦腰，瘦全身，綜合性調理的哦。減重期間全程跟進你的瘦身情況，直到您瘦身成,0,0,1,health,2024
23,3ed64kejsnofy,2019-11-18 12:33:20.741000+00:00,TEXT,"得勝者正爭取「台新公益慈善基金會」25萬元提案贊助，要入選才有機會獲得贊助！
讓我們的下一代成為能力與品格兼備的財商達人！
目前3739票，離目標還有段距離，再麻煩請大家協助宣傳哦~
https://www.poweroflove.com.tw/tab_project.aspx?projectid=0B2766&refsource=vote",Dk5yhm4BV0DITCqGutd3,NOT_ARTICLE,2019-11-20 01:34:56.118000+00:00,NOT_ARTICLE,37.02649361111112,"得勝者正爭取「台新公益慈善基金會」25萬元提案贊助，要入選才有機會獲得贊助！
讓我們的下一代成為能力與品格兼備的財商達人！
目前3739票，離目標還有段距離，再麻煩請大家協助宣傳哦~
https://www.poweroflove.com.tw/tab_project.aspx?projectid=0B2766&refsource=vote",0,0,0,other,2020
24,23i6vqtaxnykd,2024-04-05 12:41:35.528000+00:00,TEXT,就..可以的話..能不能當作支持我一次..幫我捧場一組我兼職網拍賣的辣椒醬醬嗎 一組兩罐是1200 因為我有個小目標達到就有額外的獎金 我想用這獎金來送給家人一個禮物..我現在就只差2組了!!所以才希望你能夠幫我一組就好可以嗎...,7OboQJQBYrjt7MSMR6LH,RUMOR,2025-01-07 13:15:52.134000+00:00,RUMOR,6648.571279444444,就..可以的話..能不能當作支持我一次..幫我捧場一組我兼職網拍賣的辣椒醬醬嗎 一組兩罐是1200 因為我有個小目標達到就有額外的獎金 我想用這獎金來送給家人一個禮物..我現在就只差2組了!!所以才希望你能夠幫我一組就好可以嗎...,1,0,0,scam,2024
25,1zqpyretjmy9i,2023-11-05 14:59:12.007000+00:00,TEXT,(coffee)(coffee)(coffee)本次的茶葉是我們老班章普洱04年珍藏版，目前是我們市面上最後一批了，賣完就沒有了，所以非常的珍貴，價格方面我們最終談到了1200美金一餅，預計週期是20-25天，預計最終會有50倍的利潤，且這次我們拿到的茶葉也不是很多哦，所以請大家及時把握住機會。(pleased face)(pleased face),iPUs6IsBAjOeMOkl5flk,RUMOR,2023-11-19 15:22:18.338000+00:00,RUMOR,336.38509194444447,(coffee)(coffee)(coffee)本次的茶葉是我們老班章普洱04年珍藏版，目前是我們市面上最後一批了，賣完就沒有了，所以非常的珍貴，價格方面我們最終談到了1200美金一餅，預計週期是20-25天，預計最終會有50倍的利潤，且這次我們拿到的茶葉也不是很多哦，所以請大家及時把握住機會。(pleased face)(pleased face),0,0,0,other,2024
26,ltn0s12hp1t4,2024-01-12 14:09:32.719000+00:00,TEXT,今晚24:00後不可以再在line群組裡留言-支持任何一個團體或是對象，如果被截圖的話，會被中選會罰款！金額高達數拾萬到百萬，請各自留意一下！直到明天下午四點完成選舉後。才能再發表自己意見！,qPd3AI0BAjOeMOklklFa,OPINIONATED,2024-01-13 01:37:32.761000+00:00,OPINIONATED,11.466678333333334,今晚24:00後不可以再在line群組裡留言-支持任何一個團體或是對象，如果被截圖的話，會被中選會罰款！金額高達數拾萬到百萬，請各自留意一下！直到明天下午四點完成選舉後。才能再發表自己意見！,0,1,0,political,2024
27,22kwlgr6dqzsv,2023-11-09 07:13:26.485000+00:00,TEXT,"下面是你的薪水(錢包)派發網址
:www.runwinoaes.com
查看薪水方式點擊網址
輸入帳號/密碼就可以登入查看囉❤️
",ap1Bb44BBMtPEaE04gg3,RUMOR,2024-03-24 06:59:32.535000+00:00,RUMOR,3263.7683472222225,"下面是你的薪水(錢包)派發網址
:www.runwinoaes.com
查看薪水方式點擊網址
輸入帳號/密碼就可以登入查看囉❤️
",4,0,0,scam,2024
28,1ezln8prfrcpl,2024-03-18 08:29:51.120000+00:00,TEXT,"登記好了
你的會員編號是帳號:PH3312
點擊即可加入工作群組
進去後［兩頁］都幫我輸入錢包帳號+暱稱

第一頁會員編號填上PH3312
第二頁暱稱 填上編號PH3312-後面加上妳的暱稱

您已被邀請加入「🌊EasyLife-商辦學院-拾貳🌊」！請點選以下連結加入社群！
https://line.me/ti/g2/Ioe3jncHFeuIelaSr_8M9U3SGZd1u4R1gD-kqQ?utm_source=invitation&utm_medium=link_copy&utm_campaign=default",NmOj2Y4BUCqzrknp-gsb,RUMOR,2024-04-13 22:46:26.075000+00:00,RUMOR,638.2763763888889,"登記好了
你的會員編號是帳號:PH3312
點擊即可加入工作群組
進去後［兩頁］都幫我輸入錢包帳號+暱稱

第一頁會員編號填上PH3312
第二頁暱稱 填上編號PH3312-後面加上妳的暱稱

您已被邀請加入「🌊EasyLife-商辦學院-拾貳🌊」！請點選以下連結加入社群！
https://line.me/ti/g2/Ioe3jncHFeuIelaSr_8M9U3SGZd1u4R1gD-kqQ?u",2,0,0,scam,2024
29,3oy1ny205x4cx,2020-04-05 05:05:48.061000+00:00,TEXT,"* Help share 🙏: --- √👍👍 *

 Doctors in China confirm.
 這 是 100 ％ 準確 的 信息 ，
 This information is 100% accurate
 對於 每個 人 都 非常 有效。
 Very effective for everyone

 為什麼 中國 大陸 過去 幾天 大大 減少 了 感染 人數
 China has significantly reduced the number of infections in the past few days.

 除了 戴 口罩 勤 洗手 外 ，
 Besides wearing masks and washing hands

 他們 只是 簡單 地 每天 漱口 3 次 鹽水
 They also gargle salt water 3 times a day

 完成 後 ， 喝水 5 分鐘。
 After that, drink warm water for 5 minutes nails

 因為 該 病毒 只能 在 喉嚨 中 侵襲 ，
 Because the virus initially only attacks the throat

 然後 再 侵襲 肺部
 Then just attack the lungs

 當 受到 鹽水 侵襲 時.
 When hit by salt water

 該 病毒 會 死亡 或 胃中 胃中 下來 並 在 胃中 銷毀,
 The virus will die or descend and disintegrate in the stomach

  這 是 預防 冠狀 病毒 流行 的 唯一 方法 ，
 This is one way to prevent Covid19 from being used by people.

  市場 上 沒有 藥品
 There is no medicine on the market
  所以 不要 購買。
 No need to buy

  童 綜合 王叔 昂 醫師 醫師 ：
 The General Hospital stated

  新 冠 肺炎 在 還 沒有 來到 肺部 之前, Before the crown pneumonia / virus reaches the lungs
 
  它 會 在 喉嚨 部位 存活 4 天
 The virus lives in the throat for 4 days

  在 這個 時候 ， 人們 會 開始 咳嗽 及 喉痛。
 At this time, the infected start to cough & sore throat.

  如果 他 能 儘量 喝多 溫 開水 及 或,
 If you can drink as much warm water as possible nails or salt water

  就能 消滅 病菌。
 Can eliminate viruses

  儘快 把 此 訊息 轉達 一下 ，
 Hurry and spread this message.

  因爲 你 會 救 他人 一 命！
 Because you will save someone's life

 由 刘 赞 坤 翻译 于 2020 年 4 月 2 日
 Translated by Liu Zan kun on April 2, 2020

 Good afternoon, always healthy greetings
 #Sangatlawanviruscorona 🙏",FwxAUHEBrhVJn3LNmn1o,RUMOR,2020-04-06 16:09:03.334000+00:00,RUMOR,35.0542425,"* Help share 🙏: --- √👍👍 *

 Doctors in China confirm.
 這 是 100 ％ 準確 的 信息 ，
 This information is 100% accurate
 對於 每個 人 都 非常 有效。
 Very effective for everyone

 為什麼 中國 大陸 過去 幾天 大大 減少 了 感染 人數
 China has ",0,1,1,political,2020
30,157cckn7dtox1,2023-12-06 14:08:38.105000+00:00,TEXT,"拚立委連任  馬文君：監督避免軍火掮客吸血汗錢
https://bit.ly/46KJsBq",E_apQowBAjOeMOkl-GUa,NOT_RUMOR,2023-12-07 05:04:44.569000+00:00,NOT_RUMOR,14.935128888888888,"拚立委連任  馬文君：監督避免軍火掮客吸血汗錢
https://bit.ly/46KJsBq",0,1,0,political,2024
31,353a5cu33vjg9,2024-02-17 13:26:39.605000+00:00,TEXT,"鮭魚寄生蟲

美國哥倫比亞疾病控制中心研究發現，約有75％的野生太平洋鮭魚感染了異尖線蟲，也稱為鯡魚線蟲或鱈魚線蟲，是魚類中相當常見的寄生蟲，其消滅方法需要透過徹底烹飪或低溫冷凍。 

然而，若該寄生蟲在活著的狀態下被誤食，它們便會附著在人的胃上，進而導致異尖線蟲病或二葉絲蟲病，後者是一種長期感染。

建議群友們不要吃鮭魚的生魚片。",hprYw40BBMtPEaE0Htmb,NOT_RUMOR,2024-02-20 00:08:57.243000+00:00,NOT_RUMOR,58.70489944444444,"鮭魚寄生蟲

美國哥倫比亞疾病控制中心研究發現，約有75％的野生太平洋鮭魚感染了異尖線蟲，也稱為鯡魚線蟲或鱈魚線蟲，是魚類中相當常見的寄生蟲，其消滅方法需要透過徹底烹飪或低溫冷凍。 

然而，若該寄生蟲在活著的狀態下被誤食，它們便會附著在人的胃上，進而導致異尖線蟲病或二葉絲蟲病，後者是一種長期感染。

建議群友們不要吃鮭魚的生魚片。",0,0,1,health,2024
32,40jet19jelyb,2020-03-28 01:22:00.880000+00:00,TEXT,人性的不同，德國人將食品用品分放路旁，給有需要的人自取，不自私，也不發國難財,EAhGInEBrhVJn3LNTMhW,RUMOR,2020-03-28 17:52:44.629000+00:00,RUMOR,16.512152500000003,人性的不同，德國人將食品用品分放路旁，給有需要的人自取，不自私，也不發國難財,0,0,1,health,2020
33,1n2ehxhghuwyl,2024-01-25 05:34:40.819000+00:00,TEXT,"陳彥堯律師遞狀前通知:
您好，由於您多次不理會我司，我司將於三日內提起法律訴訟詐欺罪三年以上七年以下有期徒刑以及違約金新台幣30萬元整，如要和解請於三日內與我司聯繫，否視同違約移送管轄法院。",-nMArJEBd3gcY0LphaZs,RUMOR,2024-09-01 05:13:21.004000+00:00,RUMOR,5279.644495833333,"陳彥堯律師遞狀前通知:
您好，由於您多次不理會我司，我司將於三日內提起法律訴訟詐欺罪三年以上七年以下有期徒刑以及違約金新台幣30萬元整，如要和解請於三日內與我司聯繫，否視同違約移送管轄法院。",0,0,0,other,2024
