id,articleId,article_createdAt,articleType,text,replyId,replyType,reply_createdAt,reply_type,latency_hours,text_preview,scam_hits,pol_hits,health_hits,rule_topic,year,stratum,cohort,sample_mode
164,2ezfr8ribf81j,2025-06-15 08:29:05.345000+00:00,TEXT,"❗️看看香港
▪️香港民主歸零
香港有建制派、民主派。
建制派：北京講什麼就做什麼。
民主派：反送中運動的一些政黨。其中香港民主黨是最大黨，已成立30年。
今年初中共警告：
香港民主黨不解散，要付出極大代價。
4/13香港民主黨召開大會決定解散。香港民主歸零。
這不是第一個「被」解散的民主政黨，從2021年開始，5、6個反對派政黨都解散了，民主黨只是關燈，幫香港民主關燈。
▪️香港內地化：
聞政治色變。
生活在隱形恐懼之中，不敢對任何事多做內心想法的發表，怕惹禍上身。
像住在被管控的牢籠裏的驚弓之鳥。
https://www.facebook.com/share/v/17fAgvWo4y/?mibextid=wwXIfr",W13EcpcBfs35m9Mif9Cv,NOT_RUMOR,2025-06-15 08:46:09.839000+00:00,NOT_RUMOR,0.2845816666666666,"❗️看看香港
▪️香港民主歸零
香港有建制派、民主派。
建制派：北京講什麼就做什麼。
民主派：反送中運動的一些政黨。其中香港民主黨是最大黨，已成立30年。
今年初中共警告：
香港民主黨不解散，要付出極大代價。
4/13香港民主黨召開大會決定解散。香港民主歸零。
這不是第一個「被」解散的民主政黨，從2021年開始，5、6個反對派政黨都解散了，民主黨只是關燈，幫香港民主關燈。
▪️香港內地化：
聞政治",0,1,0,political,2025,2025|political,recent,recent
165,1nubrjt13mgtp,2025-05-13 16:59:02.365000+00:00,TEXT,"看完新版退休金算法
1.本俸乘於2乘於通過法案退休金所得替代率不變。
2.有扣提早退5年，20趴(1年4%)，不變。
3.平均薪俸從113年起10年，114年11年到118年15年平均薪俸，新版改為同等級之本（年功）俸薪額計算，不是以平均俸（薪）額計算。
4.退休警察人員退休金所得每年 1 月 1 日扣 1.5% 到民國 118 年不變。 此項不正確。銓敘部表示，由警察條例第 35 條的規定來看，已經有另定的退休所得替代率，而且不再逐年調降。
經上述依法計算ㄧ般高中畢業從事警職，不管專科或警員班，特考班另當別論約19到20歲開始當警察。以50歲退休30年資。
1.50歲69.5%，30年資66761.7元扣20%=53409元。
2.51歲71.25%，31年資68442.75元扣16%=57491.91元。
3.52歲73%，32年資70123.8元扣12%=61708.944元。
4.53歲74.75%，33年資71804.85元扣8%=66060元。
5.54歲76.5%，34年資73485.9元扣4%=70546.464元。
6.55歲78.25%，35年資75166.95元不扣趴。
7.56歲80%，36年資76848元不扣趴。
50到56歲差異性。
50到51歲差4082元，
51到52歲差4217元，
52到53歲差4352元，
53到54歲差4486元，
54到55歲差4620元，
55到56歲差1682元。
以上參考。",2sDJN5oBWwAUNc5bw-RD,RUMOR,2025-10-31 01:02:40.929000+00:00,RUMOR,4088.060712222222,"看完新版退休金算法
1.本俸乘於2乘於通過法案退休金所得替代率不變。
2.有扣提早退5年，20趴(1年4%)，不變。
3.平均薪俸從113年起10年，114年11年到118年15年平均薪俸，新版改為同等級之本（年功）俸薪額計算，不是以平均俸（薪）額計算。
4.退休警察人員退休金所得每年 1 月 1 日扣 1.5% 到民國 118 年不變。 此項不正確。銓敘部表示，由警察條例第 35 條的規定來看，",0,0,0,other,2025,2025|other,recent,recent
166,2yqjw834fbnqy,2025-12-24 06:10:30.777000+00:00,TEXT,"工程師看政治（臉書）

新北國三生割頸命案，行凶者與教唆者二審各判12年、11年，但兩人毫無悔意，還恐嚇秘密證人「等我出去你就知道」，在審理過程中，有位法官還送出了金句：「能否有機會讓凶嫌來孝順你們？」
 
氣憤嗎？覺得不可思議嗎？我們來比較幾個過去的判例：
 
2003年，陳昆明用磚頭砸死8、9歲的劉姓姊妹，事發工寮到處是噴濺血跡，慘不忍睹，但法官考量他有精神病，又有教化可能，輕判12年，特赦後6年出獄。
 
出獄隔年，陳又登報紙廣告徵檳榔西施，再用球棒砸死前來應徵的年輕媽媽，一二審法官皆判死刑，更一審法官又考量他有精神疾患，又再一次有教化可能，改判無期徒刑。
 
2008 年，徐志皓誘騙國中生均均到家，隨後重擊頭部綑綁封口，侵害均均，均均腿部沾滿血、瘋狂慘叫，徐掐脖至均均臉色發紫，無法動彈，後來均均被抬到浴室，凶手見她還有呼吸，割喉九公分深放血，用蓮蓬頭不停沖刷，最終出血性休克身亡。
 
徐志皓一二審都判死，但最高法院指出前幾次審理都沒有考量「有無矯正」及「歸復社會」的可能就判極刑，撤銷原判，發回更審，最終改判無期徒刑定讞。
 
2018 年，陳伯謙性侵高姓女老師後將她勒斃、分屍，棄屍陽明山，另將胸部與陰部做成標本收藏，在看守所裡，陳伯謙說自己可以寫書賺錢，藉姦殺分屍事件牟利。
 
台北地院判死刑，但高院認定陳符合自首條件，有教化可能，又改判無期。
 
2020年，長榮大學女學生在回家路上，被梁育誌綁架，拖到草皮準備侵犯，女大生逃脫，報警但警方不處理，梁第二次先準備好繩子，在省電費不開燈的黑暗路段，再一次綁架馬來西亞女大生上車，侵犯後殺害棄屍山區。
 
一二審地院都判死刑，但後來最高法院認為，對於梁「是否有殺人犯意」、「是否無教化可能性」的調查不詳盡，撤銷二審判決，發回更審，目前案子還沒了結。

從以上可以看到，這次的割頸案並不特別，民進黨推動廢死已經二三十年了，在黨的手上，所有加害者都有無數次生存的機會，心有歹念者，大可肆無忌憚，而受盡凌辱而死的人，就只有被害者而已。
 
賴清德的大法官又以釋憲為由，弄出一條「所有法官都判死才能死」的規定，那個在台北車站揮刀帶走四人的張文，如果不是自己跳樓，在黨的司法保護之下，他也死不了。
 
今年八月，廢死團體就連無期徒刑都想廢除，黨的司法永遠是在爭取加害人的權益，幾乎所有判決都是對受害者家屬的二次傷害，民眾一面投黨，一面還想要法院還什麼公道，那是不可能的。
 
抗中保台四個字席捲台灣30年，黨的偽善/假愛國不知害死多少人，讓多少人淚沒有地方吞，剴剴案如是，割頸案亦然。
 
但案件總會過去，記憶終會淡去，下一次的選舉，人們依然只會在意「抗中保台」這一虛偽命題，直到下一次命案的發生，人們又會再想起死刑，然後又再忘記，就這樣永恆輪迴下去。
 
在民眾有所覺悟之前，你我都只能盡量搬到好一點的地方去住，自保為上。
-------------------------
https://www.facebook.com/share/1Gh4ej3zsz/",GgstlJsBQdElExrC2hFr,RUMOR,2026-01-06 16:39:51.657000+00:00,RUMOR,322.4891333333333,"工程師看政治（臉書）

新北國三生割頸命案，行凶者與教唆者二審各判12年、11年，但兩人毫無悔意，還恐嚇秘密證人「等我出去你就知道」，在審理過程中，有位法官還送出了金句：「能否有機會讓凶嫌來孝順你們？」
 
氣憤嗎？覺得不可思議嗎？我們來比較幾個過去的判例：
 
2003年，陳昆明用磚頭砸死8、9歲的劉姓姊妹，事發工寮到處是噴濺血跡，慘不忍睹，但法官考量他有精神病，又有教化可能，輕判12年，特赦後",0,0,0,other,2025,2025|other,recent,recent
167,1r4lduob1q0eh,2026-03-29 08:28:34.866000+00:00,TEXT,https://youtube.com/shorts/tqH8NCtUh0I?si=WibUKM7kwYl_KHRF,_sxva50BZgZZYBoaESlj,RUMOR,2026-04-08 04:52:14.304000+00:00,RUMOR,236.3942883333333,https://youtube.com/shorts/tqH8NCtUh0I?si=WibUKM7kwYl_KHRF,0,0,0,other,2026,2026|other,recent,recent
168,wb06n1s6v2f3,2026-03-29 09:20:35.164000+00:00,TEXT,遊日注意｜北海道恐爆9.0級大地震！規模迫311 海嘯恐逾20米 專家警告最多10萬人死 - 東張+ https://share.google/IabgNfwLqrTus87QJ,I7o_OZ0B-5SQhC6h57FJ,RUMOR,2026-03-29 10:59:42.529000+00:00,RUMOR,1.6520458333333332,遊日注意｜北海道恐爆9.0級大地震！規模迫311 海嘯恐逾20米 專家警告最多10萬人死 - 東張+ https://share.google/IabgNfwLqrTus87QJ,0,0,0,other,2026,2026|other,recent,recent
169,jvskpw8f7vwk,2025-06-26 08:52:20.305000+00:00,TEXT,"@All 
緊急通知
中國大陸所有的機場
行動電源（充電寶）沒有三個C的標誌的,
安檢時一律不準帶上飛機，今天早上我們在烏魯木齊的機場所有團員所有的行動電全部都留在安檢處，丟棄了😭😭，
安全人員說這是昨天晚上發布的命令，全中國大陸機場都一樣，請在中國大陸還沒回台灣及將要到中國大陸的領隊趕緊處理充電寶的問題",fL_J85gB6nor6FKtgSEg,OPINIONATED,2025-08-29 03:05:26.047000+00:00,OPINIONATED,1530.2182616666666,"@All 
緊急通知
中國大陸所有的機場
行動電源（充電寶）沒有三個C的標誌的,
安檢時一律不準帶上飛機，今天早上我們在烏魯木齊的機場所有團員所有的行動電全部都留在安檢處，丟棄了😭😭，
安全人員說這是昨天晚上發布的命令，全中國大陸機場都一樣，請在中國大陸還沒回台灣及將要到中國大陸的領隊趕緊處理充電寶的問題",0,1,0,political,2025,2025|political,recent,recent
170,2khvhawi0i35v,2025-12-16 10:49:56.999000+00:00,TEXT,https://youtube.com/watch?v=Z8ABFtz6y_A&si=YW-ofHwdiieCcKi-,nQreiZsBQdElExrCtP7S,RUMOR,2026-01-04 16:37:12.529000+00:00,RUMOR,461.78764722222223,https://youtube.com/watch?v=Z8ABFtz6y_A&si=YW-ofHwdiieCcKi-,0,0,0,other,2025,2025|other,recent,recent
171,9f23pdb1s0h0,2025-05-07 13:42:09.786000+00:00,TEXT,好的，收到你的入群通知了，待審核通過即可在群組內報名工作😃,GF2qDJcBfs35m9Mikh5P,RUMOR,2025-05-26 12:56:34.635000+00:00,RUMOR,455.2402358333333,好的，收到你的入群通知了，待審核通過即可在群組內報名工作😃,0,0,0,other,2025,2025|other,recent,recent
172,3zyn59ooqg9t,2026-04-01 13:49:55.771000+00:00,TEXT,https://www.threads.com/@wei70013/post/DWlAyiFlGTW?xmt=AQF0aKGm4-guGiZW3pWOdUXP_Y_J0eCF6tWRc6jn8exUX5KPqr0KIdY5c64BFRWazBaSyQnX&slof=1,B6Bcep0BoX_cNU7j_N4F,NOT_RUMOR,2026-04-11 02:26:47.428000+00:00,NOT_RUMOR,228.61434916666667,https://www.threads.com/@wei70013/post/DWlAyiFlGTW?xmt=AQF0aKGm4-guGiZW3pWOdUXP_Y_J0eCF6tWRc6jn8exUX5KPqr0KIdY5c64BFRWazBaSyQnX&slof=1,0,0,0,other,2026,2026|other,recent,recent
173,2lm90vgmiazli,2025-09-20 05:59:55.225000+00:00,TEXT,https://libeir.com/web/#/pages/login/login,JguQi5sBQdElExrC4wC6,RUMOR,2026-01-05 00:31:27.157000+00:00,RUMOR,2562.5255366666665,https://libeir.com/web/#/pages/login/login,0,0,0,other,2025,2025|other,recent,recent
174,2hu735c1f7wx4,2025-11-03 13:48:29.502000+00:00,TEXT,"避免安全氣囊爆開傷害雙手　日警推廣「9點15分」方向盤握法 | 中廣新聞網 | LINE TODAY

https://liff.line.me/1454987169-1WAXAP3K/v3/article/nXPQGzJ?utm_source=lineshare",nsHITJoBWwAUNc5bfQS5,NOT_RUMOR,2025-11-04 02:53:19.160000+00:00,NOT_RUMOR,13.080460555555556,"避免安全氣囊爆開傷害雙手　日警推廣「9點15分」方向盤握法 | 中廣新聞網 | LINE TODAY

https://liff.line.me/1454987169-1WAXAP3K/v3/article/nXPQGzJ?utm_source=lineshare",0,0,0,other,2025,2025|other,recent,recent
175,d04q13nw6o0x,2026-01-22 00:03:35.705000+00:00,TEXT,"我們誠摯邀請朋友加入我們的【華生公益社群】，成為「華生株式會社」的義工。

加入【華生公益社群】就是單純投入公益活動，不需提供任何個人資料、不需繳交任何費用，您可以安心參與、放心付出，專注把愛與善傳遞出去。

未來，「華生株式會社」將陸續推出獨家健康醫療福利，並結合 AI 智能預防保健服務，以實際資源回饋投入公益的夥伴，鼓勵更多人長期、積極參與公益行動，讓行善同時也守護自身與家人的健康。

感謝秉持「科技守護生命，愛心溫暖社會」為企業使命的「華生株式會社」，以實際行動發揚大愛，慷慨支持公益活動。我們熱烈歡迎志同道合的您，一起加入【華生公益社群】，在幫助他人的同時，也成就更好的自己，讓愛與善的力量持續擴大、循環不息。

以下是媒體對最近「華生株式會社」公益活動的報導，供大家參考：

💖 科技守護生命、愛心溫暖社會 華生株式會社舉辦冬至膳食公益園遊會 
🔗 https://share.google/lPXxqSCui6PEhR2Hj

🔗 https://www.tynews.com.tw/index/Video/Show/id/4466",EEi8-JwBB0eXeo82DwNR,RUMOR,2026-03-16 22:20:00.205000+00:00,RUMOR,1294.2734722222222,"我們誠摯邀請朋友加入我們的【華生公益社群】，成為「華生株式會社」的義工。

加入【華生公益社群】就是單純投入公益活動，不需提供任何個人資料、不需繳交任何費用，您可以安心參與、放心付出，專注把愛與善傳遞出去。

未來，「華生株式會社」將陸續推出獨家健康醫療福利，並結合 AI 智能預防保健服務，以實際資源回饋投入公益的夥伴，鼓勵更多人長期、積極參與公益行動，讓行善同時也守護自身與家人的健康。

感謝秉",0,0,2,health,2026,2026|health,recent,recent
176,3buvbeolh31wh,2026-04-02 02:57:26.575000+00:00,TEXT,https://youtu.be/H3w1JOo28ic?si=XJ8Vu7kM7SAhHgnI,LHNZ0p0BrN44Xa7DzpLG,RUMOR,2026-04-28 04:29:54.245000+00:00,RUMOR,625.5410194444444,https://youtu.be/H3w1JOo28ic?si=XJ8Vu7kM7SAhHgnI,0,0,0,other,2026,2026|other,recent,recent
177,38ad264ohm84s,2025-09-12 01:10:35.147000+00:00,TEXT,https://www.youtube.com/watch?v=EHfP4KzSLok,BH-TVZkB29ocKseuK_ff,RUMOR,2025-09-17 02:48:52.446000+00:00,RUMOR,121.63813861111112,https://www.youtube.com/watch?v=EHfP4KzSLok,0,0,0,other,2025,2025|other,recent,recent
178,3snqmu6huoufs,2025-12-16 07:27:01.480000+00:00,TEXT,"申請領取生活津貼請您先填寫以下：
1.希望申請多少援助金:
2.姓名:
3.年齡:
4.是第一次申請援助金嗎：
5.你的銀行帳戶可以正常領生活津貼嗎：",on2aXpsBQRhppPJGhEG-,RUMOR,2025-12-27 06:59:03.484000+00:00,RUMOR,263.53389,"申請領取生活津貼請您先填寫以下：
1.希望申請多少援助金:
2.姓名:
3.年齡:
4.是第一次申請援助金嗎：
5.你的銀行帳戶可以正常領生活津貼嗎：",3,0,0,scam,2025,2025|scam,recent,recent
179,3g79j9u9y2vm4,2025-06-28 00:06:25.152000+00:00,TEXT,"另一則留言：

我也遇過，也是這樣處理，我另外加2點：1. 銀行出切結書，證明相關事宜與我無關。2. 在銀行全程錄音當會議記錄。",O7Xkf5oBiuCfV4cp7oZI,NOT_RUMOR,2025-11-14 01:05:00.998000+00:00,NOT_RUMOR,3336.976623888889,"另一則留言：

我也遇過，也是這樣處理，我另外加2點：1. 銀行出切結書，證明相關事宜與我無關。2. 在銀行全程錄音當會議記錄。",1,0,0,scam,2025,2025|scam,recent,recent
180,vmv2j0lk1k0i,2025-07-25 09:42:02.884000+00:00,TEXT,https://youtu.be/y0ox4OzsSP8?si=KkS80cz9eCbnr_DI,BZUXOZsBvuNcPglU-4mf,RUMOR,2025-12-20 00:10:31.705000+00:00,RUMOR,3542.4746725,https://youtu.be/y0ox4OzsSP8?si=KkS80cz9eCbnr_DI,0,0,0,other,2025,2025|other,recent,recent
181,1eeft73x7ciuk,2025-04-27 12:01:47.594000+00:00,TEXT,"真是亂套了
政務官不是適才適所
沒當過兵的做國防部長
沒經濟學位的做經濟部長
沒當過法官的當大法官
高中畢業的無專業當勞動部長
台灣還有多少老本可吃啊",CUhz-5wBB0eXeo82nAiG,RUMOR,2026-03-17 10:59:43.874000+00:00,RUMOR,7774.965633333333,"真是亂套了
政務官不是適才適所
沒當過兵的做國防部長
沒經濟學位的做經濟部長
沒當過法官的當大法官
高中畢業的無專業當勞動部長
台灣還有多少老本可吃啊",0,1,0,political,2025,2025|political,recent,recent
182,1g7bbmymimcdj,2025-07-31 13:18:29.476000+00:00,TEXT,https://youtu.be/Oj_aHtx9Q-Y,TQuOjpsBQdElExrCBQZX,RUMOR,2026-01-05 14:27:10.807000+00:00,RUMOR,3793.144814166667,https://youtu.be/Oj_aHtx9Q-Y,0,0,0,other,2025,2025|other,recent,recent
183,2oa14g38a7bk8,2026-03-07 20:29:29.871000+00:00,TEXT,"不吃甜血糖還是紅字 專家嘆：忽略3大關鍵兇手
https://www.chinatimes.com/realtimenews/20260307002420-260418",8keQy5wBB0eXeo82dL72,NOT_RUMOR,2026-03-08 03:49:27.921000+00:00,NOT_RUMOR,7.332791666666666,"不吃甜血糖還是紅字 專家嘆：忽略3大關鍵兇手
https://www.chinatimes.com/realtimenews/20260307002420-260418",0,0,0,other,2026,2026|other,recent,recent
184,328x4jzmiejme,2025-07-11 04:34:39.873000+00:00,TEXT,"📣📣📣
政客很會騙人，但數學不會騙人！

賴神說：
全民普發現金1萬元你們可以用多久？
不如把這些錢省下來撥補台電1,000億，如果不撥補，台電就要漲電價。

經濟部長郭智輝6月25日於立法院經濟委員會上表示，若撥補台電1000億元最終無法獲得立法院同意，9月召開電價費率審議會，電價將沒有不漲的理由。經濟部內部透露，如果沒有千億補貼，10月電價將提出調漲5％方案，民生與工業共1,450萬戶全都要調。

🎯🎯🎯
大家要知道1000億是1年，明年還是要再撥補1000億，否則還是要再面臨漲電價。

我家有5口，2個月的電價大約5,000元，1年電費大約30,000元，電費漲5%等於漲1,500元。
如果全民普發現金10,000元，我家5口總共領了50,000元，扣掉漲電費的5%（1,500元），我家還賺了48,500元。

政客很會騙人，但數學不會騙人，我還是比較相信數學，所以我要全民普發現金10,000元，電價要漲就漲吧！

台電虧損的真正原因是廢核圖利綠能、光電業者，會虧損不是經營上的問題而是政策上的問題，政策不修改，台電永遠虧損，永遠在撥補，綠能光電業者賺的荷包滿滿，卻要讓全民買單這是什麼道理？",kejdIZgBDktNo1YhrL1L,RUMOR,2025-07-19 08:47:12.458000+00:00,RUMOR,196.20905138888887,"📣📣📣
政客很會騙人，但數學不會騙人！

賴神說：
全民普發現金1萬元你們可以用多久？
不如把這些錢省下來撥補台電1,000億，如果不撥補，台電就要漲電價。

經濟部長郭智輝6月25日於立法院經濟委員會上表示，若撥補台電1000億元最終無法獲得立法院同意，9月召開電價費率審議會，電價將沒有不漲的理由。經濟部內部透露，如果沒有千億補貼，10月電價將提出調漲5％方案，民生與工業共1,450萬戶全都要調",0,0,0,other,2025,2025|other,recent,recent
185,1phyu75kkvipe,2025-04-13 15:18:58.849000+00:00,TEXT,"📵為了方便大家能夠及時查看族群資訊，大家盡量減少發言，禁止刷屏📵

🔴🔴🔴如圖所示：
指數漲到最高33772.89之後，開始走回落行情，當我們用長方形劃線工具就可以在最高點和最低點之間劃出一個長方體，就像一個箱子🔴🔴🔴

📵為了方便大家能夠及時查看族群資訊，大家盡量減少發言，禁止刷屏📵",IFwww5YBfs35m9MijZ1Y,RUMOR,2025-05-12 06:31:01.207000+00:00,RUMOR,687.200655,"📵為了方便大家能夠及時查看族群資訊，大家盡量減少發言，禁止刷屏📵

🔴🔴🔴如圖所示：
指數漲到最高33772.89之後，開始走回落行情，當我們用長方形劃線工具就可以在最高點和最低點之間劃出一個長方體，就像一個箱子🔴🔴🔴

📵為了方便大家能夠及時查看族群資訊，大家盡量減少發言，禁止刷屏📵",0,0,0,other,2025,2025|other,recent,recent
186,1xf0ygrzz5gbx,2025-07-23 01:17:51.308000+00:00,TEXT,"台電退休的高層好友
傳過來的連絡訊息：
《我們 需要怎樣的忍耐，才能脫離民進黨執政，所引發的災難
(wailing Moon)未來的日子真的很憂鬱：台灣：「怎麼會變成這個樣子？》
這位朋友曾經參與過「南部地區光電」計劃的傳來的訊息。

從2022年，參與了一些太陽能光電站的標案，得到了一個印象：

(shock Leonard)1）幾乎每個案子都有黑道
(shocking Moon)2）幾乎每個案子都有民進黨
(mad Moon)3）幾乎每個案子都注定台電要賠錢25-30年
(angry)4）幾乎每個案子都都會造成土地不可恢復的傷害
(empty tear)5）幾乎每個被替代的農田、鹽田、魚塭，原來的農民和漁民都會永遠的離開這個行業
(wailing Moon)6）幾乎每個案子後面都有銀行和租賃公司，一次性的把利潤交給承包的黑道和民進黨，然後再慢慢讓台電賠錢30年
(money)7）幾乎每個案子都是一本萬利的項目，因為台灣有全亞洲最高的綠電收購價格，來保障得標者
(thumbs down)8）台電的虧損是由我們的稅收去填補，再加上逐步上漲的電價
(poop)不停補貼一千億，否則漲電價
(sweat Moon)9）不斷上升的環境氣溫，造成各種傳染病更容易發生
(sad)10）不斷上升的環境氣溫，讓台灣水庫和河流缺水的情況會更嚴重。
(tearing Leonard)11）廢除核電轉向綠電，就是一個高明的大金額貪污策略，並且轉嫁給所有台灣的百姓，這種貪污的手法實在太高明了。

非常感謝大家的支持，讓我們完成了一個艱難卻十分重要的專題。
以空拍方式走遍西海岸國土，發現了「破碎的西海岸，農田漁塭光電海」，也懇請大家幫忙分享，讓更多人重視這個議題。

由空中俯瞰西海岸，原本美麗的農地漁塭潮間帶，被上萬公頃光電切割破碎，上下游調查，西海岸沿線被劃入光電開發區，面積高達3萬6千公頃，高達 1.3個台北市之多。

《上下游》透過長達一年的調查，走遍台南七股到彰化芳苑共 30 餘個海岸線光電案場。
以行腳式的空拍畫面，帶領讀者直擊西海岸面臨的開發壓力。
光電無須進行環評即可開發，農漁用地、平原的人造林，或是提供沿海生態喘息的濕地，
因綠能受到大幅衝擊，政策出了什麼問題？
問題該如何解決？
請您一起來關心！

🔴【重磅調查】破碎的西海岸：農田漁塭光電海
https://www.newsmarket.com.tw/west-coast-solar/",F-ksT5gBDktNo1YhpRQI,OPINIONATED,2025-07-28 03:56:22.663000+00:00,OPINIONATED,122.64204305555556,"台電退休的高層好友
傳過來的連絡訊息：
《我們 需要怎樣的忍耐，才能脫離民進黨執政，所引發的災難
(wailing Moon)未來的日子真的很憂鬱：台灣：「怎麼會變成這個樣子？》
這位朋友曾經參與過「南部地區光電」計劃的傳來的訊息。

從2022年，參與了一些太陽能光電站的標案，得到了一個印象：

(shock Leonard)1）幾乎每個案子都有黑道
(shocking Moon)2）幾乎每個案",0,1,0,political,2025,2025|political,recent,recent
187,1pko68h8lkc82,2026-01-27 06:40:45.475000+00:00,TEXT,https://youtu.be/HXurL4StnBo?si=kdcXDl8KnvPjNuPW,CUjZ-ZwBB0eXeo82UwWK,RUMOR,2026-03-17 03:31:35.433000+00:00,RUMOR,1172.8472105555554,https://youtu.be/HXurL4StnBo?si=kdcXDl8KnvPjNuPW,0,0,0,other,2026,2026|other,recent,recent
188,5bs4g5zmnz10,2026-03-15 03:08:38.618000+00:00,TEXT,"☕️ 紙杯裝熱飲大翻車！15分鐘溶出25000顆微粒 💣
每天用紙杯裝熱咖啡暗藏危機！85度熱水倒進紙杯靜置15分鐘，內層防水膜遇熱，當場釋出25000顆微塑膠。🥤

減重醫師蕭捷健翻出2021年國外期刊鐵證。🔬這些微塑膠全跟著飲料直接被喝下肚！科學家甚至在人類血液和糞便裡，都直接抓包這些微粒蹤跡，完全跑不掉。🩸💩

2024年的研究紀錄寫得很白！雙酚A這類塑膠添加物直接干擾內分泌。⚖️搞到甲狀腺異常、全身慢性發炎，連肥胖、長痘痘和罹癌風險都跟著飆高，腸道菌群當場大亂。📈🏥

醫師直接表明，他現在在外頭買咖啡完全不碰紙杯，一律拿出自帶的保溫杯或馬克杯裝盛。🚫斷絕微塑膠跟著熱水溶出，不讓化學物質進到身體裡。☕️🛡️",I0i3C50BB0eXeo82CSIi,OPINIONATED,2026-03-20 14:47:18.049000+00:00,OPINIONATED,131.64428638888887,"☕️ 紙杯裝熱飲大翻車！15分鐘溶出25000顆微粒 💣
每天用紙杯裝熱咖啡暗藏危機！85度熱水倒進紙杯靜置15分鐘，內層防水膜遇熱，當場釋出25000顆微塑膠。🥤

減重醫師蕭捷健翻出2021年國外期刊鐵證。🔬這些微塑膠全跟著飲料直接被喝下肚！科學家甚至在人類血液和糞便裡，都直接抓包這些微粒蹤跡，完全跑不掉。🩸💩

2024年的研究紀錄寫得很白！雙酚A這類塑膠添加物直接干擾內分泌。⚖️搞到甲狀腺",0,0,1,health,2026,2026|health,recent,recent
189,hvijoonsok8b,2025-06-09 04:40:56.068000+00:00,TEXT,以下是警察局告知的新型態詐騙手法要聽清楚！,cUf115wBB0eXeo82gdKc,RUMOR,2026-03-10 13:35:16.891000+00:00,RUMOR,6584.905784166666,以下是警察局告知的新型態詐騙手法要聽清楚！,1,0,0,scam,2025,2025|scam,recent,recent
190,ipj3nrtsl0rn,2025-07-25 11:25:58.918000+00:00,TEXT,【24 小時線上補辦期限倒數 │ 審核憑據碼 LX0N‑88】監理系統仍列單筆交通罰款未結，逾期將即時登錄駕照扣點 2 點並自屆限翌日起每日累計滯納金—請立即登入「監理服務網」完成清繳與結案,NL8T-ZgB6nor6FKtcCod,RUMOR,2025-08-30 03:44:17.436000+00:00,RUMOR,856.3051438888889,【24 小時線上補辦期限倒數 │ 審核憑據碼 LX0N‑88】監理系統仍列單筆交通罰款未結，逾期將即時登錄駕照扣點 2 點並自屆限翌日起每日累計滯納金—請立即登入「監理服務網」完成清繳與結案,0,0,0,other,2025,2025|other,recent,recent
191,2v2tb0dcjnwqp,2025-06-15 07:37:44.210000+00:00,TEXT,https://youtu.be/NUqayb3Id7Y?si=zn0BkAZv98gcRDpf,YxkFr5oBElZarx-V_pWb,RUMOR,2025-11-23 04:43:17.018000+00:00,RUMOR,3861.0924466666665,https://youtu.be/NUqayb3Id7Y?si=zn0BkAZv98gcRDpf,0,0,0,other,2025,2025|other,recent,recent
192,12ztyxqk3ogas,2025-08-15 05:00:57.147000+00:00,TEXT,交通新制上路！ https://www.teepr.com/1836827/karinalu/%E4%BA%A4%E9%80%9A%E6%96%B0%E5%88%B6-4/,TA98rJgBngzKCCgMzxNa,NOT_RUMOR,2025-08-15 06:48:37.465000+00:00,NOT_RUMOR,1.7945327777777778,交通新制上路！ https://www.teepr.com/1836827/karinalu/%E4%BA%A4%E9%80%9A%E6%96%B0%E5%88%B6-4/,0,0,0,other,2025,2025|other,recent,recent
